SaleID,Date,CustomerID,ProductID,Quantity,UnitPrice,Discount,PaymentMethod,Channel,City,CustomerType,TotalAmount,Uniqueness,BookCategory,BookAgeYears,Condition,Language
S0122,2025-10-27,C0160,P041,1,2061000,103050,Card,Online,Rasht,"New Customer",1957950,7,Philosophy,122,Good,Persian
S0125,2025-11-01,C0021,P014,2,1090000,0,Card,Online,Nowshahr,"Returning Customer",2180000,5,Manuscript,53,Acceptable,"Old Persian"
S0126,2025-11-02,C0108,P033,1,756000,113400,Online,Online,Rasht,"New Customer",642600,4,History,20,Good,Persian-Arabic
S0127,2025-11-03,C0022,P019,1,1012000,101200,Card,Online,Rasht,"New Customer",910800,5,"Classical Poetry",26,Good,Persian-Arabic
S0132,2025-11-07,C0121,P029,1,777000,0,Online,Online,Nowshahr,"New Customer",777000,4,Manuscript,33,Acceptable,Persian
S0135,2025-11-08,C0155,P040,2,1057000,528500,Online,Online,Nowshahr,"Returning Customer",1585500,5,"Classical Poetry",40,Excellent,Persian
S0138,2025-11-10,C0033,P018,1,1137000,0,Card,Online,Nowshahr,"Returning Customer",1137000,5,Religious-Mystical,48,Excellent,Persian
S0139,2025-11-11,C0041,P010,1,239000,0,Card,Online,Nowshahr,"Returning Customer",239000,1,History,18,Good,Persian-Arabic
S0140,2025-11-11,C0016,P002,1,1128000,0,Online,Online,Rasht,"Returning Customer",1128000,5,Manuscript,61,Excellent,Persian
S0141,2025-11-12,C0005,P016,1,1486000,297200,Online,Online,Nowshahr,"Returning Customer",1188800,6,"Classical Poetry",37,Good,"Old Persian"
S0142,2025-11-13,C0157,P020,1,719000,0,Online,Online,Rasht,"Returning Customer",719000,3,"Classical Poetry",111,Acceptable,Persian
S0145,2025-11-14,C0141,P036,1,2418000,0,Online,Online,Rasht,"New Customer",2418000,8,Religious-Mystical,43,Excellent,"Old Persian"
S0147,2025-11-17,C0169,P002,2,1166000,466400,Online,Online,Nowshahr,"Returning Customer",1865600,5,Manuscript,61,Excellent,Persian
S0149,2025-11-17,C0035,P020,2,645000,64500,Card,Online,Rasht,"Returning Customer",1225500,3,"Classical Poetry",111,Acceptable,Persian
S0150,2025-11-18,C0014,P006,1,2144000,0,Card,Online,Nowshahr,"New Customer",2144000,7,History,175,,Persian
S0154,2025-11-20,C0184,P034,1,1913000,191300,Online,Online,Nowshahr,"New Customer",1721700,7,Philosophy,102,Good,Persian-Arabic
S0162,2025-11-26,C0068,P042,1,2271000,0,Card,Online,Nowshahr,"Returning Customer",2271000,8,"Classical Literature",65,Good,Persian-Arabic
S0164,2025-11-30,C0045,P030,2,2410000,482000,Online,Online,Rasht,"New Customer",4338000,8,History,71,Acceptable,Persian-Arabic
S0165,2025-12-02,C0155,P001,1,1891000,472750,Online,Online,Nowshahr,"Returning Customer",1418250,7,Philosophy,87,Excellent,"Old Persian"
S0166,2025-12-03,C0006,P022,1,526000,0,Online,Online,Nowshahr,"New Customer",526000,3,Manuscript,44,Excellent,Persian-Arabic
S0167,2025-12-06,C0047,P015,1,759000,53130,Online,Online,Nowshahr,"New Customer",705870,4,"Classical Literature",57,Good,Persian-Arabic
S0169,2025-12-06,C0086,P006,1,2112000,0,Online,Online,Nowshahr,"New Customer",2112000,7,History,175,Good,Persian
S0172,2025-12-09,C0126,P005,1,2946000,0,Card,Online,Rasht,"New Customer",2946000,9,"Classical Poetry",45,Excellent,Persian
S0173,2025-12-09,C0064,P030,1,2248000,0,Online,Online,Rasht,"Returning Customer",2248000,8,History,71,Acceptable,Persian-Arabic
S0179,2025-12-12,C0133,P038,1,1118000,0,Online,Online,Nowshahr,"New Customer",1118000,5,Manuscript,64,Excellent,Persian
S0182,2025-12-13,C0067,P031,3,1336000,0,Online,Online,Nowshahr,"New Customer",4008000,6,"Classical Literature",33,Excellent,Persian
S0183,2025-12-13,C0074,P003,1,1011000,70770,Online,Online,Nowshahr,"New Customer",940230,5,Philosophy,27,Excellent,"Old Persian"
S0187,2025-12-16,C0164,P033,1,754000,0,Online,Online,Nowshahr,"Returning Customer",754000,4,History,20,Good,Persian-Arabic
S0188,2025-12-16,C0105,P021,1,1877000,0,Online,Online,Nowshahr,"Returning Customer",1877000,7,"Classical Literature",49,Excellent,"Old Persian"
S0190,2025-12-17,C0152,P042,1,2525000,0,Online,Online,Nowshahr,"New Customer",2525000,8,"Classical Literature",65,Good,Persian-Arabic
S0191,2025-12-17,C0024,P028,1,1022000,51100,Online,Online,Nowshahr,"Returning Customer",970900,5,Philosophy,37,Good,"Old Persian"
S0192,2025-12-18,C0103,P029,1,720000,0,Online,Online,Nowshahr,"Returning Customer",720000,4,Manuscript,33,Acceptable,Persian
S0195,2025-12-20,C0049,P031,1,1456000,218400,Online,Online,Rasht,"Returning Customer",1237600,6,"Classical Literature",33,Excellent,Persian
S0198,2025-12-20,C0068,P002,1,1158000,57900,Online,Online,Nowshahr,"Returning Customer",1100100,5,Manuscript,61,Excellent,Persian
S0201,2025-12-22,C0048,P037,1,928000,0,Online,Online,Rasht,"Returning Customer",928000,4,"Classical Literature",99,Acceptable,Persian-Arabic
S0205,2025-12-27,C0149,P027,1,1107000,0,Online,Online,Nowshahr,"New Customer",1107000,5,Manuscript,44,Acceptable,"Old Persian"
S0206,2025-12-27,C0094,P006,1,2152000,0,Online,Online,Rasht,"Returning Customer",2152000,7,History,175,Good,Persian
S0207,2025-12-27,C0060,P039,1,733000,51310,Online,Online,Rasht,"Returning Customer",681690,4,Religious-Mystical,34,Good,Persian
S0208,2025-12-27,C0074,P011,1,558000,0,Online,Online,Nowshahr,"Returning Customer",558000,3,Manuscript,28,Excellent,Persian-Arabic
S0209,2025-12-27,C0048,P008,2,1936000,464640,Card,Online,Rasht,"Returning Customer",3407360,7,Philosophy,43,Good,Persian
S0211,2025-12-27,C0116,P037,1,877000,0,Online,Online,Rasht,"New Customer",877000,4,"Classical Literature",99,Acceptable,Persian-Arabic
S0215,2025-12-30,C0119,P011,1,536000,0,Card,Online,Nowshahr,"New Customer",536000,3,Manuscript,28,Excellent,Persian-Arabic
S0216,2025-12-30,C0085,P014,1,1129000,0,Online,Online,Nowshahr,"Returning Customer",1129000,5,Manuscript,53,Acceptable,"Old Persian"
S0217,2025-12-31,C0100,P006,1,2220000,0,Online,Online,Rasht,"New Customer",2220000,7,History,175,Good,Persian
S0220,2026-01-01,C0113,P022,1,544000,0,Online,Online,Nowshahr,"New Customer",544000,3,Manuscript,44,Excellent,Persian-Arabic
S0221,2026-01-01,C0102,P035,2,2420000,0,Online,Online,Nowshahr,"Returning Customer",4840000,8,History,99,Excellent,"Old Persian"
S0223,2026-01-03,C0035,P030,1,2289000,457800,Online,Online,Rasht,"Returning Customer",1831200,8,History,71,Acceptable,Persian-Arabic
S0224,2026-01-03,C0089,P008,2,1742000,871000,Card,Online,Rasht,"New Customer",2613000,7,Philosophy,43,Good,Persian
S0225,2026-01-03,C0124,P031,3,1441000,0,Online,Online,Nowshahr,"Returning Customer",4323000,6,"Classical Literature",33,Excellent,Persian
S0226,2026-01-05,C0101,P020,3,708000,0,Online,Online,Rasht,"New Customer",2124000,3,"Classical Poetry",111,Acceptable,Persian
S0228,2026-01-06,C0014,P037,1,850000,0,Online,Online,Nowshahr,"Returning Customer",850000,4,"Classical Literature",99,Acceptable,Persian-Arabic
S0229,2026-01-07,C0030,P005,1,2810000,140500,Online,Online,Rasht,"New Customer",2669500,9,"Classical Poetry",45,Excellent,Persian
S0230,2026-01-07,C0189,P003,1,1049000,0,Card,Online,Nowshahr,"Returning Customer",1049000,5,Philosophy,27,Excellent,"Old Persian"
S0232,2026-01-10,C0052,P006,1,2081000,0,Online,Online,Rasht,"New Customer",2081000,7,History,175,Good,Persian
S0234,2026-01-11,C0098,P022,1,523000,0,Online,Online,Rasht,"New Customer",523000,3,Manuscript,44,Excellent,Persian-Arabic
S0238,2026-01-12,C0082,P037,1,878000,87800,Online,Online,Rasht,"New Customer",790200,4,"Classical Literature",99,Acceptable,Persian-Arabic
S0240,2026-01-14,C0043,P028,1,1014000,0,Online,Online,Rasht,"Returning Customer",1014000,5,Philosophy,37,Good,"Old Persian"
S0241,2026-01-14,C0158,P002,2,1079000,0,Online,Online,Nowshahr,"Returning Customer",2158000,5,Manuscript,61,Excellent,Persian
S0242,2026-01-14,C0122,P030,1,2300000,0,Online,Online,Rasht,"Returning Customer",2300000,8,History,71,Acceptable,Persian-Arabic
S0243,2026-01-14,C0176,P028,1,1127000,0,Card,Online,Nowshahr,"New Customer",1127000,5,Philosophy,37,Good,"Old Persian"
S0244,2026-01-14,C0019,P004,2,1213000,363900,Card,Online,Nowshahr,"New Customer",2062100,5,Religious-Mystical,105,Excellent,Persian-Arabic
S0248,2026-01-17,C0178,P029,1,762000,76200,Online,Online,Rasht,"New Customer",685800,4,Manuscript,33,Acceptable,Persian
S0249,2026-01-18,C0086,P026,1,1488000,148800,Online,Online,Nowshahr,"Returning Customer",1339200,6,History,38,Excellent,Persian-Arabic
S0250,2026-01-19,C0168,P024,1,1423000,0,Online,Online,Nowshahr,"New Customer",1423000,6,Philosophy,89,Good,"Old Persian"
S0251,2026-01-21,C0051,P039,1,783000,54810,Online,Online,Nowshahr,"Returning Customer",728190,4,Religious-Mystical,34,Good,Persian
S0252,2026-01-22,C0112,P029,1,735000,0,Online,Online,Rasht,"Returning Customer",735000,4,Manuscript,33,Acceptable,Persian
S0253,2026-01-23,C0172,P028,2,1048000,0,Online,Online,Nowshahr,"Returning Customer",2096000,5,Philosophy,37,Good,"Old Persian"
S0254,2026-01-23,C0157,P028,1,1009000,0,Online,Online,Rasht,"Returning Customer",1009000,5,Philosophy,37,Good,"Old Persian"
S0256,2026-01-25,C0061,P003,1,1108000,55400,Online,Online,Rasht,"New Customer",1052600,5,Philosophy,27,Excellent,"Old Persian"
S0259,2026-01-26,C0036,P031,1,1480000,0,Online,Online,Nowshahr,"New Customer",1480000,6,"Classical Literature",33,Excellent,Persian
S0260,2026-01-26,C0066,P017,2,805000,112700,Card,Online,Rasht,"Returning Customer",1497300,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0263,2026-01-29,C0057,P019,1,1085000,108500,Card,Online,Rasht,"New Customer",976500,5,"Classical Poetry",26,Good,Persian-Arabic
S0264,2026-01-29,C0068,P006,1,2106000,0,Online,Online,Nowshahr,"Returning Customer",2106000,7,History,175,Good,Persian
S0265,2026-01-30,C0012,P001,1,1890000,0,Online,Online,Rasht,"New Customer",1890000,7,Philosophy,87,Excellent,"Old Persian"
S0266,2026-01-31,C0014,P016,1,1401000,210150,Online,Online,Nowshahr,"Returning Customer",1190850,6,"Classical Poetry",37,Good,"Old Persian"
S0267,2026-01-31,C0022,P029,2,751000,0,Online,Online,Rasht,"Returning Customer",1502000,4,Manuscript,33,Acceptable,Persian
S0269,2026-01-31,C0102,P016,1,1370000,0,Card,Online,Nowshahr,"Returning Customer",1370000,6,"Classical Poetry",37,Good,"Old Persian"
S0274,2026-02-04,C0070,P020,1,637000,0,Card,Online,Rasht,"Returning Customer",637000,3,"Classical Poetry",111,Acceptable,Persian
S0277,2026-02-04,C0164,P023,2,767000,76700,Card,Online,Nowshahr,"Returning Customer",1457300,3,History,154,Good,"Old Persian"
S0279,2026-02-05,C0163,P030,1,2531000,0,Online,Online,Nowshahr,"New Customer",2531000,8,History,71,Acceptable,Persian-Arabic
S0283,2026-02-07,C0189,P039,1,721000,0,Online,Online,Nowshahr,"Returning Customer",721000,4,Religious-Mystical,34,Good,Persian
S0287,2026-02-12,C0140,P014,1,1133000,0,Online,Online,Nowshahr,"Returning Customer",1133000,5,Manuscript,53,Acceptable,"Old Persian"
S0291,2026-02-15,C0170,P006,1,2008000,0,Online,Online,Rasht,"Returning Customer",2008000,7,History,175,Good,Persian
S0294,2026-02-19,C0010,P005,1,2921000,0,Online,Online,Rasht,"New Customer",2921000,9,"Classical Poetry",45,Excellent,Persian
S0296,2026-02-19,C0036,P021,1,1937000,0,Online,Online,Nowshahr,"Returning Customer",1937000,7,"Classical Literature",49,Excellent,"Old Persian"
S0298,2026-02-21,C0046,P027,1,1137000,284250,Online,Online,Rasht,"Returning Customer",852750,5,Manuscript,44,Acceptable,"Old Persian"
S0301,2026-02-23,C0186,P010,1,251000,30120,Online,Online,Nowshahr,"New Customer",220880,1,History,18,Good,Persian-Arabic
S0303,2026-02-24,C0147,P038,1,1091000,272750,Online,Online,Nowshahr,"Returning Customer",818250,5,Manuscript,64,Excellent,Persian
S0304,2026-02-24,C0132,P011,2,545000,272500,Online,Online,Rasht,"Returning Customer",817500,3,Manuscript,28,Excellent,Persian-Arabic
S0307,2026-02-25,C0148,P005,1,2942000,205940,Online,Online,Rasht,"New Customer",2736060,9,"Classical Poetry",45,Excellent,Persian
S0308,2026-02-25,C0062,P019,1,1054000,73780,Online,Online,Rasht,"Returning Customer",980220,5,"Classical Poetry",26,Good,Persian-Arabic
S0312,2026-02-28,C0125,P027,1,1090000,0,Online,Online,Rasht,"Returning Customer",1090000,5,Manuscript,44,Acceptable,"Old Persian"
S0313,2026-03-01,C0115,P023,1,730000,73000,Online,Online,Nowshahr,"New Customer",657000,3,History,154,Good,"Old Persian"
S0314,2026-03-01,C0084,P017,1,833000,0,Online,Online,Nowshahr,"New Customer",833000,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0317,2026-03-02,C0146,P017,1,816000,0,Online,Online,Rasht,"New Customer",816000,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0321,2026-03-05,C0014,P024,1,1471000,0,Card,Online,Nowshahr,"Returning Customer",1471000,6,Philosophy,89,Good,"Old Persian"
S0322,2026-03-05,C0032,P004,1,1124000,0,Online,Online,Nowshahr,"Returning Customer",1124000,5,Religious-Mystical,105,Excellent,Persian-Arabic
S0323,2026-03-06,C0059,P038,1,1068000,128160,Card,Online,Rasht,"Returning Customer",939840,5,Manuscript,64,Excellent,Persian
S0326,2026-03-07,C0055,P022,1,524000,0,Online,Online,Nowshahr,"Returning Customer",524000,3,Manuscript,44,Excellent,Persian-Arabic
S0328,2026-03-08,C0131,P023,2,793000,0,Online,Online,Nowshahr,"Returning Customer",1586000,3,History,154,Good,"Old Persian"
S0329,2026-03-08,C0133,P028,1,1067000,0,Online,Online,Nowshahr,"Returning Customer",1067000,5,Philosophy,37,Good,"Old Persian"
S0330,2026-03-09,C0180,P014,1,1068000,0,Card,Online,Rasht,"Returning Customer",1068000,5,Manuscript,53,Acceptable,"Old Persian"
S0332,2026-03-10,C0094,P028,2,1071000,214200,Online,Online,Rasht,"Returning Customer",1927800,5,Philosophy,37,Good,"Old Persian"
S0336,2026-03-12,C0062,P029,2,733000,0,Online,Online,Rasht,"Returning Customer",1466000,4,Manuscript,33,Acceptable,Persian
S0338,2026-03-12,C0018,P019,1,1077000,0,Online,Online,Nowshahr,"Returning Customer",1077000,5,"Classical Poetry",26,Good,Persian-Arabic
S0340,2026-03-14,C0159,P034,1,2068000,0,Online,Online,Nowshahr,"Returning Customer",2068000,7,Philosophy,102,Good,Persian-Arabic
S0341,2026-03-15,C0110,P010,1,244000,0,,Online,Rasht,"Returning Customer",244000,1,History,18,Good,Persian-Arabic
S0343,2026-03-17,C0190,P039,1,768000,0,Online,Online,Nowshahr,"Returning Customer",768000,4,Religious-Mystical,34,Good,Persian
S0344,2026-03-18,C0128,P036,1,2346000,234600,Card,Online,Rasht,"Returning Customer",2111400,8,Religious-Mystical,43,Excellent,"Old Persian"
S0345,2026-03-18,C0052,P026,1,1346000,0,Card,Online,Rasht,"Returning Customer",1346000,6,History,38,Excellent,Persian-Arabic
S0348,2026-03-21,C0090,P030,1,2249000,0,Online,Online,Nowshahr,"Returning Customer",2249000,8,History,71,Acceptable,Persian-Arabic
S0353,2026-03-23,C0121,P019,1,1056000,0,Online,Online,Nowshahr,"Returning Customer",1056000,5,"Classical Poetry",26,Good,Persian-Arabic
S0356,2026-03-25,C0067,P036,1,2252000,0,Card,Online,Nowshahr,"Returning Customer",2252000,8,Religious-Mystical,43,Excellent,"Old Persian"
S0360,2026-03-30,C0063,P034,1,2034000,0,Online,Online,Rasht,"Returning Customer",2034000,7,Philosophy,102,Good,Persian-Arabic
S0362,2026-03-31,C0055,P017,2,789000,0,Online,Online,Nowshahr,"Returning Customer",1578000,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0363,2026-03-31,C0180,P029,1,747000,37350,Card,Online,Rasht,"Returning Customer",709650,4,Manuscript,33,Acceptable,Persian
S0364,2026-04-04,C0155,P041,1,2034000,0,Card,Online,Nowshahr,"Returning Customer",2034000,7,Philosophy,122,Good,Persian
S0365,2026-04-05,C0105,P035,1,2327000,0,Online,Online,Nowshahr,"Returning Customer",2327000,8,History,99,Excellent,"Old Persian"
S0366,2026-04-08,C0087,P037,3,931000,0,Online,Online,Rasht,"Returning Customer",2793000,4,"Classical Literature",99,Acceptable,Persian-Arabic
S0370,2026-04-13,C0077,P007,1,740000,111000,Card,Online,Nowshahr,"Returning Customer",629000,4,Religious-Mystical,28,Excellent,"Old Persian"
S0371,2026-04-14,C0098,P003,1,981000,147150,Card,Online,Rasht,"Returning Customer",833850,5,Philosophy,27,Excellent,"Old Persian"
S0372,2026-04-17,C0188,P006,1,2218000,0,Online,Online,Rasht,"Returning Customer",2218000,7,History,175,Good,Persian
S0374,2026-04-20,C0104,P019,2,1017000,406800,Online,Online,Nowshahr,"Returning Customer",1627200,5,"Classical Poetry",26,Good,Persian-Arabic
S0377,2026-04-24,C0069,P010,1,251000,0,Online,Online,Rasht,"Returning Customer",251000,1,History,18,Good,Persian-Arabic
S0379,2026-04-25,C0119,P003,1,1082000,75740,Online,Online,Nowshahr,"Returning Customer",1006260,5,Philosophy,27,Excellent,"Old Persian"
S0380,2026-04-25,C0145,P020,2,640000,0,Online,Online,Rasht,"Returning Customer",1280000,3,"Classical Poetry",111,Acceptable,Persian
S0382,2026-04-26,C0105,P029,3,809000,0,Online,Online,Nowshahr,"Returning Customer",2427000,4,Manuscript,33,Acceptable,Persian
S0383,2026-04-28,C0177,P011,1,502000,0,Online,Online,Nowshahr,"Returning Customer",502000,3,Manuscript,28,Excellent,Persian-Arabic
S0386,2026-05-01,C0024,P003,1,1046000,0,Card,Online,Nowshahr,"Returning Customer",1046000,5,Philosophy,27,Excellent,"Old Persian"
S0391,2026-05-05,C0105,P038,2,1104000,0,Online,Online,Nowshahr,"Returning Customer",2208000,5,Manuscript,64,Excellent,Persian
S0392,2026-05-07,C0105,P009,1,1423000,142300,Online,Online,Nowshahr,"Returning Customer",1280700,6,"Classical Literature",52,Good,Persian
S0393,2026-05-07,C0018,P018,1,1127000,0,Online,Online,Nowshahr,"Returning Customer",1127000,5,Religious-Mystical,48,Excellent,Persian
S0394,2026-05-09,C0189,P031,1,1461000,365250,Online,Online,Nowshahr,"Returning Customer",1095750,6,"Classical Literature",33,Excellent,Persian
S0396,2026-05-10,C0088,P020,1,636000,0,Card,Online,Rasht,"Returning Customer",636000,3,"Classical Poetry",111,Acceptable,Persian
S0397,2026-05-11,C0023,P011,1,543000,0,Card,Online,Rasht,"Returning Customer",543000,3,Manuscript,28,Excellent,Persian-Arabic
S0398,2026-05-11,C0159,P007,1,757000,151400,Card,Online,Nowshahr,"Returning Customer",605600,4,Religious-Mystical,28,Excellent,"Old Persian"
S0400,2026-05-11,C0137,P011,1,558000,66960,Card,Online,Nowshahr,"Returning Customer",491040,3,Manuscript,28,Excellent,Persian-Arabic
S0401,2026-05-13,C0097,P034,1,2076000,0,Card,Online,Nowshahr,"Returning Customer",2076000,7,Philosophy,102,Good,Persian-Arabic
